wavelength,transmission
300,0.8307300790005954
301,0.8343576486481012
302,0.8380844841737982
303,0.8418385851689365
304,0.8455926861640748
305,0.8493467871592131
306,0.8519692941421226
307,0.8541142967382029
308,0.8562592993342832
309,0.8584043019303635
310,0.8605493045264438
311,0.8626943071225242
312,0.8648393097186045
313,0.8666231765030261
314,0.8680123232854839
315,0.8694014700679418
316,0.8707906168503996
317,0.8721797636328574
318,0.8735689104153153
319,0.8749580571977731
320,0.8763472039802309
321,0.8777363507626887
322,0.8786311178188111
323,0.8791250973077762
324,0.8796190767967413
325,0.8801130562857065
326,0.8806070357746716
327,0.8811010152636367
328,0.8815949947526018
329,0.882088974241567
330,0.8825829537305321
331,0.8824110494884518
332,0.881772421517395
333,0.8811337935463381
334,0.8804951655752813
335,0.8798565376042244
336,0.8792179096331676
337,0.8785792816621107
338,0.8779406536910539
339,0.877302025719997
340,0.876495010687508
341,0.8755629652319517
342,0.8746309197763953
343,0.8736988743208389
344,0.8727668288652826
345,0.8718347834097262
346,0.8709027379541698
347,0.8699706924986135
348,0.8690386470430571
349,0.8678667636694612
350,0.8664961816383752
351,0.8651255996072891
352,0.863755017576203
353,0.8623844355451169
354,0.8610138535140308
355,0.8596432714829447
356,0.8582726894518586
357,0.8569021074207726
358,0.8553857371064488
359,0.8537238449410189
360,0.852061952775589
361,0.8504000606101592
362,0.8487381684447293
363,0.8470762762792994
364,0.8454143841138695
365,0.8437524919484396
366,0.8420905997830097
367,0.8402350254432633
368,0.8381339852308258
369,0.8360329450183883
370,0.8339319048059508
371,0.8318308645935133
372,0.8297298243810758
373,0.8276287841686383
374,0.8254560340296706
375,0.8222408156011483
376,0.8190255971726259
377,0.8158103787441036
378,0.8127557662168936
379,0.8118237273970106
380,0.8108916885771276
381,0.8099596497572445
382,0.8090276109373615
383,0.8080955721174785
384,0.8071635332975955
385,0.8062314944777125
386,0.8052994556578295
387,0.8043886433039908
388,0.8039460861506988
389,0.8035035289974068
390,0.8030609718441148
391,0.8026184146908228
392,0.8021758575375308
393,0.8017333003842388
394,0.8012907432309468
395,0.8008481860776548
396,0.8004224300384521
397,0.8004224300384521
398,0.8004224300384521
399,0.8004224300384521
400,0.8004224300384521
401,0.8004224300384521
402,0.8004224300384521
403,0.8006191852032423
404,0.8012783481967851
405,0.801937511190328
406,0.8025966741838708
407,0.8032558371774137
408,0.8039150001709565
409,0.8045741631644994
410,0.8052333261580422
411,0.8058924891515851
412,0.8065516521451279
413,0.8072108151386708
414,0.8078699781322136
415,0.8085291411257565
416,0.8091883041192993
417,0.8101761193944412
418,0.8112162260337072
419,0.8122563326729733
420,0.8132964393122393
421,0.8143365459515053
422,0.8153766525907713
423,0.8164167592300373
424,0.8174568658693033
425,0.8184969725085693
426,0.8198129083007082
427,0.8211521302559852
428,0.8224913522112622
429,0.8238305741665393
430,0.8251697961218163
431,0.8265090180770933
432,0.8278482400323703
433,0.8291874619876474
434,0.8305266839429244
435,0.8321144586231242
436,0.8337036057643274
437,0.8352927529055307
438,0.836881900046734
439,0.8384710471879373
440,0.8400601943291406
441,0.8416493414703439
442,0.8432384886115472
443,0.844804347725745
444,0.8460936554476355
445,0.847382963169526
446,0.8486722708914165
447,0.849961578613307
448,0.8512508863351975
449,0.852540194057088
450,0.8538295017789785
451,0.855118809500869
452,0.856378627434232
453,0.8574685285155184
454,0.8585584295968047
455,0.8596483306780911
456,0.8607382317593775
457,0.8618281328406638
458,0.8629180339219502
459,0.8640079350032366
460,0.865097836084523
461,0.8661356416724288
462,0.8669768103591764
463,0.867817979045924
464,0.8686591477326715
465,0.869500316419419
466,0.8703414851061666
467,0.8711826537929142
468,0.8720238224796617
469,0.8728649911664093
470,0.8737061640262951
471,0.8745473488947724
472,0.8753885337632497
473,0.8762297186317269
474,0.8770709035002042
475,0.8779120883686815
476,0.8787532732371588
477,0.8795944581056361
478,0.8804356429741134
479,0.881230506837138
480,0.8819227370789768
481,0.8826149673208157
482,0.8833071975626545
483,0.8839994278044934
484,0.8846916580463322
485,0.885383888288171
486,0.8860761185300099
487,0.8867683487718487
488,0.8874429610314714
489,0.8880855988700809
490,0.8887282367086904
491,0.8893708745472999
492,0.8900135123859094
493,0.8906561502245189
494,0.8912987880631285
495,0.891941425901738
496,0.8925840637403475
497,0.8931676291672002
498,0.8936616086561653
499,0.8941555881451304
500,0.8946495676340955
501,0.8951435471230607
502,0.8956375266120258
503,0.8961315061009909
504,0.896625485589956
505,0.8971194650789212
506,0.8975705785882075
507,0.8979655632896231
508,0.8983605479910386
509,0.8987555326924541
510,0.8991505173938696
511,0.8995455020952852
512,0.8999404867967007
513,0.9003354714981162
514,0.9007304561995317
515,0.9010795244998206
516,0.9013756272492373
517,0.9016717299986539
518,0.9019678327480705
519,0.9022639354974871
520,0.9025600382469037
521,0.9028561409963203
522,0.9031522437457369
523,0.9034483464951535
524,0.9037201707270626
525,0.9039668598580803
526,0.9042135489890981
527,0.9044602381201159
528,0.9047069272511337
529,0.9049536163821514
530,0.9052003055131692
531,0.905446994644187
532,0.9056936837752048
533,0.9059913915289233
534,0.9063369204986973
535,0.9066824494684713
536,0.9070279784382453
537,0.9073735074080194
538,0.9077190363777934
539,0.9080645653475674
540,0.9084100943173414
541,0.9087556232871155
542,0.9090203216631965
543,0.9092176326388328
544,0.9094149436144692
545,0.9096122545901055
546,0.9098095655657419
547,0.9100068765413782
548,0.9102041875170146
549,0.910401498492651
550,0.9105988094682873
551,0.9107680775142484
552,0.9109160165918269
553,0.9110639556694053
554,0.9112118947469838
555,0.9113598338245623
556,0.9115077729021408
557,0.9116557119797193
558,0.9118036510572978
559,0.9119515901348763
560,0.9120124578475952
561,0.9120124578475952
562,0.9120124578475952
563,0.9120124578475952
564,0.9120124578475952
565,0.9120124578475952
566,0.9120124578475952
567,0.9120124578475952
568,0.9120124578475952
569,0.9120124578475952
570,0.9120124578475952
571,0.9120124578475952
572,0.9120124578475952
573,0.9120124578475952
574,0.9120124578475952
575,0.9120124578475952
576,0.9120124578475952
577,0.9120124578475952
578,0.9120124578475952
579,0.9120124578475952
580,0.9120124578475952
581,0.9120124578475952
582,0.9120124578475952
583,0.9120124578475952
584,0.9120124578475952
585,0.9120124578475952
586,0.9120124578475952
587,0.9120124578475952
588,0.9120124578475952
589,0.9120124578475952
590,0.9120124578475952
591,0.9120124578475952
592,0.9120124578475952
593,0.9120124578475952
594,0.9120124578475952
595,0.9120124578475952
596,0.9120124578475952
597,0.9120124578475952
598,0.9120124578475952
599,0.9120124578475952
600,0.9120124578475952
601,0.9120124578475952
602,0.9120124578475952
603,0.9120124578475952
604,0.9120124578475952
605,0.9118642262614323
606,0.9116392076097419
607,0.9114141889580516
608,0.9111891703063613
609,0.9109641516546709
610,0.9107391330029806
611,0.9105141143512903
612,0.9102890956995999
613,0.9100981102451797
614,0.9099163164569646
615,0.9097345226687494
616,0.9095527288805343
617,0.9093709350923191
618,0.909189141304104
619,0.9090073475158889
620,0.9088255537276737
621,0.9086437599394586
622,0.9084619661512434
623,0.9082801723630283
624,0.9080983785748131
625,0.907916584786598
626,0.9077347909983828
627,0.9075419204425188
628,0.9072958171134005
629,0.9070497137842821
630,0.9068036104551638
631,0.9065575071260454
632,0.9063114037969271
633,0.9060653004678088
634,0.9058191971386904
635,0.9055730938095721
636,0.9053183674762035
637,0.9050231228823318
638,0.90472787828846
639,0.9044326336945883
640,0.9041373891007165
641,0.9038421445068447
642,0.903546899912973
643,0.9032516553191012
644,0.9029564107252295
645,0.9026698431743689
646,0.9024237398452506
647,0.9021776365161323
648,0.9019315331870139
649,0.9016854298578956
650,0.9014393265287772
651,0.9011932231996589
652,0.9009471198705405
653,0.9007010165414222
654,0.9004372457952776
655,0.9000928855771271
656,0.8997485253589765
657,0.899404165140826
658,0.8990598049226755
659,0.8987154447045249
660,0.8983710844863744
661,0.8980267242682238
662,0.8976823640500733
663,0.8973204546416582
664,0.896877895974967
665,0.8964353373082758
666,0.8959927786415847
667,0.8955502199748935
668,0.8951076613082023
669,0.8946651026415111
670,0.8942225439748199
671,0.8937799853081287
672,0.8933544461058034
673,0.89301007264541
674,0.8926656991850166
675,0.8923213257246232
676,0.8919769522642298
677,0.8916325788038364
678,0.891288205343443
679,0.8909438318830496
680,0.8905994584226562
681,0.8902381750146766
682,0.8897956259813533
683,0.88935307694803
684,0.8889105279147067
685,0.8884679788813834
686,0.8880254298480601
687,0.8875828808147368
688,0.8871403317814135
689,0.8866977827480902
690,0.8862552320275228
691,0.8858126733608316
692,0.8853701146941404
693,0.8849275560274492
694,0.884484997360758
695,0.8840424386940668
696,0.8835998800273757
697,0.8831573213606845
698,0.8827147626939933
699,0.8822722056385413
700,0.881829656605218
701,0.8813871075718946
702,0.8809445585385713
703,0.880502009505248
704,0.8800594604719247
705,0.8796169114386014
706,0.8791743624052781
707,0.8787318133719548
708,0.8782969212213203
709,0.877903453440652
710,0.8775099856599837
711,0.8771165178793154
712,0.8767230500986471
713,0.8763295823179789
714,0.8759361145373106
715,0.8755426467566423
716,0.875149178975974
717,0.8746901376994813
718,0.8738674426109085
719,0.8730447475223357
720,0.8722220524337629
721,0.8713993573451901
722,0.8705766622566173
723,0.8697539671680445
724,0.8689312720794717
725,0.8682715927987683
726,0.8680797075047249
727,0.8678878222106814
728,0.8676959369166379
729,0.8675040516225945
730,0.867312166328551
731,0.8671202810345076
732,0.8669283957404641
733,0.8667365104464206
734,0.8665446251523772
735,0.8663527398583337
736,0.8661608545642903
737,0.8659689692702468
738,0.8657770839762033
739,0.8655851986821599
740,0.8649177521228388
741,0.8639857133029558
742,0.8630536744830728
743,0.8621216356631898
744,0.8611895968433068
745,0.8602575580234237
746,0.8593255192035407
747,0.8583934803836577
748,0.8574614415637747
749,0.8567100045366303
750,0.8560713699881077
751,0.8554327354395852
752,0.8547941008910627
753,0.8541554663425401
754,0.8535168317940176
755,0.8528781972454951
756,0.8522395626969725
757,0.85160092814845
758,0.8509917614604419
759,0.8504021175061425
760,0.8498124735518431
761,0.8492228295975437
762,0.8486331856432443
763,0.8480435416889449
764,0.8474538977346455
765,0.8468642537803461
766,0.8462746098260467
767,0.8456272174445871
768,0.8449396287398372
769,0.8442520400350872
770,0.8435644513303373
771,0.8428768626255874
772,0.8421892739208374
773,0.8415016852160875
774,0.8408140965113375
775,0.8401265078065876
776,0.8394669907747883
777,0.8388283562262657
778,0.8381897216777432
779,0.8375510871292207
780,0.8369124525806981
781,0.8362738180321756
782,0.8356351834836531
783,0.8349965489351305
784,0.834357914386608
785,0.8336918980605361
786,0.833004314012399
787,0.832316729964262
788,0.8316291459161249
789,0.8309415618679878
790,0.8302539778198508
791,0.8295663937717137
792,0.8288788097235766
793,0.8281912256754396
794,0.8275036392015949
795,0.8268160504968449
796,0.826128461792095
797,0.825440873087345
798,0.8247532843825951
799,0.8240656956778452
800,0.8233781069730952
801,0.8226905182683453
802,0.8220029295635953
803,0.8213411387211949
804,0.8207025041726723
805,0.8200638696241498
806,0.8194252350756273
807,0.8187866005271047
808,0.8181479659785822
809,0.8175093314300597
810,0.8168706968815371
811,0.8162320623330146
812,0.8157443692412087
813,0.8154000023873849
814,0.815055635533561
815,0.8147112686797371
816,0.8143669018259132
817,0.8140225349720893
818,0.8136781681182654
819,0.8133338012644415
820,0.8129894344106177
821,0.8127205334774299
822,0.8125236067014594
823,0.8123266799254889
824,0.8121297531495184
825,0.8119328263735479
826,0.8117358995975774
827,0.8115389728216069
828,0.8113420460456364
829,0.8111451192696659
830,0.8110500574111938
831,0.8110500574111938
832,0.8110500574111938
833,0.8110500574111938
834,0.8110500574111938
835,0.8110500574111938
836,0.8110500574111938
837,0.8110500574111938
838,0.8110500574111938
839,0.8111024453449027
840,0.8112010465977328
841,0.811299647850563
842,0.8113982491033931
843,0.8114968503562232
844,0.8115954516090533
845,0.8116940528618835
846,0.8117926541147136
847,0.8118912553675437
848,0.8120169773802388
849,0.8121649230934906
850,0.8123128688067425
851,0.8124608145199943
852,0.8126087602332461
853,0.812756705946498
854,0.8129046516597498
855,0.8130525973730016
856,0.8132005430862534
857,0.8135175667097236
858,0.8139620413106776
859,0.8144065159116316
860,0.8148509905125856
861,0.8152954651135396
862,0.8157399397144935
863,0.8161844143154475
864,0.8166288889164015
865,0.8170733635173555
866,0.8175776148349172
867,0.8181211168779186
868,0.8186646189209199
869,0.8192081209639213
870,0.8197516230069226
871,0.820295125049924
872,0.8208386270929253
873,0.8213821291359267
874,0.821925631178928
875,0.8224691349714703
876,0.8230126399248547
877,0.8235561448782391
878,0.8240996498316235
879,0.8246431547850079
880,0.8251866597383923
881,0.8257301646917767
882,0.8262736696451611
883,0.8268171745985455
884,0.8273606797829416
885,0.827904184736326
886,0.8284476896897104
887,0.8289911946430948
888,0.8295346995964792
889,0.8300782045498636
890,0.830621709503248
891,0.8311652144566324
892,0.8317087194100168
893,0.8321457332801927
894,0.8325407232785054
895,0.832935713276818
896,0.8333307032751307
897,0.8337256932734434
898,0.834120683271756
899,0.8345156732700687
900,0.8349106632683814
901,0.835305653266694
902,0.8357747173060126
903,0.8362686901593044
904,0.8367626630125962
905,0.8372566358658879
906,0.8377506087191797
907,0.8382445815724715
908,0.8387385544257633
909,0.8392325272790551
910,0.8397265001323468
911,0.8401428676833351
912,0.8405378537235269
913,0.8409328397637186
914,0.8413278258039103
915,0.841722811844102
916,0.8421177978842938
917,0.8425127839244855
918,0.8429077699646772
919,0.8433027560048689
920,0.8437784582210135
921,0.8442724377099786
922,0.8447664171989437
923,0.8452603966879089
924,0.845754376176874
925,0.8462483556658391
926,0.8467423351548042
927,0.8472363146437694
928,0.8477302941327345
929,0.8481400324010604
930,0.8485350223993731
931,0.8489300123976857
932,0.8493250023959984
933,0.8497199923943111
934,0.8501149823926237
935,0.8505099723909364
936,0.8509049623892491
937,0.8512999523875617
938,0.8516949424043645
939,0.8520899324026772
940,0.8524849224009898
941,0.8528799123993025
942,0.8532749023976152
943,0.8536698923959278
944,0.8540648823942405
945,0.8544598723925532
946,0.8548548623908658
947,0.8552498584702537
948,0.8556448551042397
949,0.8560398517382257
950,0.8564348483722117
951,0.8568298450061977
952,0.8572248416401838
953,0.8576198382741698
954,0.8580148349081558
955,0.8584098315421418
956,0.8591044507871004
957,0.8598165262906434
958,0.8605286017941864
959,0.8612406772977295
960,0.8619527528012725
961,0.8624627007427961
962,0.8625941912376192
963,0.8627256817324422
964,0.8628571722272653
965,0.8629886627220884
966,0.8631201532169115
967,0.8632516437117346
968,0.8633831342065577
969,0.8635146247013807
970,0.8636461151962038
971,0.8637776056910269
972,0.86390909618585
973,0.8640405866806731
974,0.8641720771754962
975,0.8643035676703192
976,0.8644350581651423
977,0.8645665486599654
978,0.8648577596062363
979,0.8653022342071903
980,0.8657467088081443
981,0.8661911834090983
982,0.8666356580100523
983,0.8670801326110062
