No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
416,WINGS J201402.64-565523.4,20h14m02.6659s,-56d55m23.390s,303.511108,-56.923164,G,15736.10612042,0.05249,SLS,13.7286960630954,3,0,0,2,1,0,0,0,0,0
417,WISEA J201108.76-564158.1,20h11m08.7667s,-56d41m58.178s,302.7865283,-56.699494,G,16141.125731178,0.053841,UUN,13.7319549771015,19,0,44,9,7,4,0,0,2,0
418,WISEA J201208.89-570321.0,20h12m08.8560s,-57d03m21.096s,303.0369,-57.05586,G,15847.02932988,0.05286,SLS,13.755311629489,7,0,12,6,3,0,0,0,0,0
419,WISEA J201123.61-563935.4,20h11m23.6128s,-56d39m35.498s,302.8483869,-56.6598606,G,16686.44821228,0.05566,SLS,13.8088488500468,5,0,12,4,1,0,0,0,0,0
420,WISEA J201409.49-565247.4,20h14m09.4704s,-56d52m47.532s,303.53946,-56.87987,G,17214.08293836,0.05742,SLS,13.8301455554585,6,0,12,6,2,0,0,0,0,0
422,WINGS J201402.04-564359.8,20h14m02.0508s,-56d43m59.876s,303.508545,-56.733299,G,48689.29310378,0.16241,SLS,13.8650225175804,5,0,0,3,1,0,0,0,0,0
424,WISEA J201111.49-565838.5,20h11m11.4936s,-56d58m38.548s,302.7978901,-56.9773747,G,17657.7757762,0.0589,SLS,13.8728577396476,5,0,18,5,1,0,0,0,0,0
425,WINGS J201142.03-563743.8,20h11m42.0264s,-56d37m43.788s,302.92511,-56.62883,G,47511.10874384,0.15848,SLS,13.8821455224482,1,0,0,1,1,0,0,0,0,0
426,WISEA J201200.14-570313.0,20h12m00.1408s,-57d03m13.021s,303.0005867,-57.0536172,G,70181.4144178,0.2341,SLS,13.9298096156199,6,0,18,6,2,0,0,0,0,0
428,WISEA J201335.06-570050.3,20h13m35.0616s,-57d00m49.356s,303.39609,-57.01371,G,61838.19031166,0.20627,SLS,14.0191214192471,5,0,12,5,1,0,0,0,0,0
430,WISEA J201217.45-563557.6,20h12m17.4573s,-56d35m57.627s,303.0727388,-56.599341,G,16920.28632952,0.05644,SLS,14.0704570657536,4,0,18,5,1,0,0,0,0,0
431,WISEA J201214.92-563559.0,20h12m14.9281s,-56d35m59.025s,303.0622007,-56.5997292,G,16881.31330998,0.05631,SLS,14.095757010248,6,0,13,5,2,0,0,0,0,0
433,WISEA J201058.84-564327.6,20h10m58.8415s,-56d43m27.665s,302.7451731,-56.7243516,G,16623.4917961,0.05545,SLS,14.1169890701616,5,0,18,5,1,0,0,0,0,0
435,WISEA J201123.71-563909.3,20h11m23.7142s,-56d39m09.302s,302.8488092,-56.652584,G,15612.891420182,0.052079,UUN,14.1298351175248,8,0,27,4,3,2,0,0,1,0
436,WISEA J201239.63-563549.0,20h12m39.6395s,-56d35m49.037s,303.1651646,-56.5969549,G,17122.946031128,0.057116,UUN,14.1550247704316,13,0,27,8,5,2,0,0,1,0
437,WISEA J201051.16-564556.6,20h10m51.1688s,-56d45m56.697s,302.7132036,-56.7657494,G,14602.89062918,0.04871,SLS,14.1660720364624,6,0,12,4,1,0,0,0,0,0
440,WISEA J201354.50-565820.1,20h13m54.4992s,-56d58m19.560s,303.47708,-56.9721,G,14006.30363776,0.04672,SLS,14.2203230598082,6,0,12,6,2,0,0,0,0,0
441,WISEA J201100.06-564254.5,20h11m00.0695s,-56d42m54.515s,302.7502896,-56.7151431,G,14363.05666278,0.04791,SLS,14.2327401600211,8,0,27,5,1,2,0,0,2,0
443,WISEA J201053.87-565512.6,20h10m53.7888s,-56d55m13.260s,302.72412,-56.92035,G,17525.86709468,0.05846,SLS,14.2369746982494,6,0,12,6,2,0,0,0,0,0
445,WISEA J201340.98-570027.3,20h13m40.9728s,-57d00m26.784s,303.42072,-57.00744,G,18089.47691572,0.06034,SLS,14.2599797462127,7,0,12,6,3,0,0,0,0,0
446,WISEA J201414.76-565022.5,20h14m14.7504s,-56d50m22.272s,303.56146,-56.83952,G,16869.32161166,0.05627,SLS,14.2645374713798,7,0,12,6,3,0,0,0,0,0
448,WISEA J201317.99-563707.9,20h13m17.9664s,-56d37m07.824s,303.32486,-56.61884,G,16821.35481838,0.05611,SLS,14.3484007424787,7,0,12,6,3,0,0,0,0,0
450,SC 2008-565:[PMS88] 089,20h13m59.8010s,-56d57m29.014s,303.49917097869,-56.95805952201,G,13260.120209798,0.044231,SUN,14.3505614015705,2,0,0,1,1,0,0,0,1,0
451,2MASX J20135898-5657430,20h13m58.9754s,-56d57m42.548s,303.495731,-56.961819,G,13260.1205995282,0.0442310013,SUN,14.3753984204088,11,0,16,5,3,2,0,0,2,0
452,WISEA J201059.11-564245.6,20h10m59.1129s,-56d42m45.668s,302.746304,-56.7126856,G,15607.19536348,0.05206,SLS,14.4198880753459,5,0,17,5,1,0,0,0,0,0
453,WISEA J201136.97-563730.1,20h11m36.9774s,-56d37m30.121s,302.9040726,-56.6250336,G,17336.99784614,0.05783,SLS,14.4225228510505,5,0,12,4,1,0,0,0,0,0
454,WISEA J201115.29-563949.5,20h11m15.2978s,-56d39m49.540s,302.813741,-56.6637612,G,16899.001065002,0.056369,UUN,14.4256263470023,4,0,17,3,2,0,0,0,0,0
455,WISEA J201048.95-565359.6,20h10m48.9552s,-56d53m59.712s,302.70398,-56.89992,G,64482.35979122,0.21509,SLS,14.4630453906235,4,0,12,4,1,0,0,0,0,0
456,WISEA J201254.93-563548.3,20h12m54.9397s,-56d35m48.372s,303.2289154,-56.5967701,G,18371.28182624,0.06128,SLS,14.5034125626948,5,0,18,5,1,0,0,0,0,0
457,WISEA J201334.94-563824.9,20h13m34.9512s,-56d38m24.900s,303.39563,-56.64025,G,81117.84328564,0.27058,SLS,14.504982439499,6,0,12,5,2,0,0,0,0,0
458,WISEA J201120.21-570049.0,20h11m20.1864s,-57d00m49.068s,302.83411,-57.01363,G,70882.92876952,0.23644,SLS,14.5214950181337,2,0,12,3,1,0,0,0,0,0
459,WISEA J201044.31-564912.5,20h10m44.3112s,-56d49m12.324s,302.68463,-56.82009,G,19063.80240422,0.06359,SLS,14.5435594569718,6,0,12,6,2,0,0,0,0,0
460,WISEA J201202.47-570358.0,20h12m02.4736s,-57d03m58.065s,303.010307,-57.0661294,G,15781.07498912,0.05264,SLS,14.5614341999375,5,0,12,4,1,0,0,0,0,0
464,WISEA J201414.36-565321.1,20h14m14.3695s,-56d53m21.111s,303.5598729,-56.8891975,G,50050.3508631,0.16695,SLS,14.6054930704938,2,0,12,2,1,0,0,0,0,0
470,WISEA J201322.55-570254.6,20h13m22.5503s,-57d02m54.670s,303.3439597,-57.0485197,G,69869.63026148,0.23306,SLS,14.8069638120223,2,0,12,2,1,0,0,0,0,0
472,WISEA J201331.46-563740.4,20h13m31.4695s,-56d37m40.414s,303.381123,-56.6278928,G,38271.50518828,0.12766,SLS,14.8260527831328,6,0,18,6,2,0,0,0,0,0
473,WISEA J201333.88-563753.7,20h13m33.8520s,-56d37m53.220s,303.39105,-56.63145,G,15676.14762882,0.05229,SLS,14.8389768353445,6,0,12,6,2,0,0,0,0,0
475,[OCN2009] J201047.79-564507.4,20h10m47.7900s,-56d45m07.401s,302.699125,-56.75205583333,G,80785.07365726,0.26947,SLS,14.8574724086634,1,0,0,1,1,0,0,0,0,0
476,WISEA J201138.03-570258.0,20h11m38.0341s,-57d02m58.045s,302.9084757,-57.0494572,G,15296.010792076,0.051022,UUN,14.8834681264202,17,0,29,9,7,2,0,1,2,0
479,WISEA J201131.76-563721.4,20h11m31.8096s,-56d37m21.972s,302.88254,-56.62277,G,28018.60312468,0.09346,SLS,14.9101246752782,5,0,12,5,1,0,0,0,0,0
480,WISEA J201401.63-565809.8,20h14m01.6355s,-56d58m09.852s,303.5068149,-56.9694034,G,16669.060249716,0.055602,UUN,14.9273857441879,14,0,28,7,4,2,0,1,1,0
483,WISEA J201142.85-570328.7,20h11m42.8564s,-57d03m28.730s,302.9285685,-57.0579808,G,16410.9386136063,0.0547409989,SUN,15.0379442669205,19,0,28,9,6,2,3,2,2,0
484,WINGS J201043.05-564644.3,20h10m43.1040s,-56d46m44.256s,302.6796,-56.77896,G,17489.89199972,0.05834,SLS,15.0392005104015,6,0,0,5,2,0,0,0,0,0
486,WISEA J201109.75-570013.1,20h11m09.7582s,-57d00m13.105s,302.7906593,-57.0036405,G,82763.70388006,0.27607,SLS,15.0838638361689,5,0,17,5,1,0,0,0,0,0
489,WISEA J201105.14-564020.3,20h11m05.1489s,-56d40m20.413s,302.771454,-56.672337,G,18182.4125777,0.06065,SLS,15.1184156619138,5,0,12,4,1,0,0,0,0,0
492,WINGS J201057.81-565815.3,20h10m57.8256s,-56d58m15.132s,302.74094,-56.97087,G,63403.10694242,0.21149,SLS,15.150962831143,5,0,0,4,1,0,0,0,0,0
494,WISEA J201044.80-564522.8,20h10m44.8009s,-56d45m22.804s,302.6866707,-56.7563346,G,16326.69726268,0.05446,SLS,15.1658706551008,6,0,19,5,2,0,0,0,0,0
495,WISEA J201354.16-565955.3,20h13m54.1704s,-56d59m54.960s,303.47571,-56.9986,G,15520.25555066,0.05177,SLS,15.1778498954556,7,0,12,6,3,0,0,0,0,0
496,2MASX J20121624-5704592,20h12m16.3032s,-57d04m58.911s,303.06793,-57.083031,G,16014.91310636,0.05342,SUN,15.1889814943649,13,0,16,6,4,2,0,1,2,0
497,WISEA J201107.79-563943.8,20h11m07.7929s,-56d39m43.881s,302.7824704,-56.6621893,G,18017.5267258,0.0601,SLS,15.2409214771224,4,0,17,4,1,0,0,0,0,0
498,WISEA J201142.46-563608.1,20h11m42.5904s,-56d36m08.496s,302.92746,-56.60236,G,79136.21513826,0.26397,SLS,15.2628494863126,6,0,12,5,2,0,0,0,0,0
499,WISEA J201038.67-564942.6,20h10m38.6730s,-56d49m42.613s,302.6611378,-56.8285036,G,16047.89027674,0.05353,SLS,15.2970996978449,5,0,12,4,1,0,0,0,0,0
500,WINGS J201205.32-570450.2,20h12m05.3400s,-57d04m50.016s,303.02225,-57.08056,VisS,70190.40819154,0.23413,SLS,15.3061530240069,5,0,0,4,1,0,0,0,0,0
501,WISEA J201108.24-570019.8,20h11m08.2431s,-57d00m19.854s,302.7843463,-57.0055152,G,15841.03348072,0.05284,SLS,15.3116144128217,11,0,28,7,3,2,0,0,2,0
502,WISEA J201410.11-565657.6,20h14m10.1376s,-56d56m57.624s,303.54224,-56.94934,G,61103.69878956,0.20382,SLS,15.3215335393281,6,0,12,5,2,0,0,0,0,0
503,WISEA J201407.23-565758.2,20h14m07.1328s,-56d57m57.312s,303.52972,-56.96592,G,16887.30915914,0.05633,SLS,15.4492027498182,7,0,12,6,3,0,0,0,0,0
504,WINGS J201208.44-570507.4,20h12m08.4528s,-57d05m07.188s,303.03522,-57.08533,G,15766.08536622,0.05259,SLS,15.4973170959391,7,0,0,5,3,0,0,0,0,0
506,WISEA J201115.14-563820.0,20h11m15.1465s,-56d38m20.096s,302.8131104,-56.6389157,G,18104.46653862,0.06039,SLS,15.5211280021639,5,0,12,4,1,0,0,0,0,0
507,WISEA J201209.40-563438.0,20h12m09.4028s,-56d34m38.030s,303.0391787,-56.5772307,G,17238.066335,0.0575,SLS,15.5546664142742,5,0,27,5,1,2,0,0,1,0
508,WISEA J201305.77-563507.9,20h13m05.7777s,-56d35m07.950s,303.2740739,-56.5855418,G,14828.034765138,0.049461,UUN,15.5565357810704,9,0,18,7,4,0,0,0,0,0
509,WINGS J201041.23-564524.9,20h10m41.2800s,-56d45m24.804s,302.672,-56.75689,G,80131.52609882,0.26729,SLS,15.6167762164297,5,0,0,4,1,0,0,0,0,0
510,WISEA J201057.95-564046.1,20h10m57.9532s,-56d40m46.139s,302.7414718,-56.6794832,G,71605.4285933,0.23885,SLS,15.638305100298,5,0,12,4,1,0,0,0,0,0
513,WINGS J201407.14-564125.5,20h14m07.1640s,-56d41m25.188s,303.52985,-56.69033,G,16167.80725994,0.05393,SLS,15.7370698205826,6,0,0,5,2,0,0,0,0,0
517,SC 2008-565:[PMS88] 063,20h14m23.8462s,-56d52m48.534s,303.59935932688,-56.88014834537,G,13369.844249426,0.044597,SUN,15.7604744379823,2,0,0,1,2,0,0,0,1,0
518,WISEA J201359.61-565956.6,20h13m59.6137s,-56d59m56.657s,303.4983904,-56.9990714,G,15984.93386056,0.05332,UUN,15.7622218637894,11,0,28,6,3,2,0,1,1,0
520,WISEA J201036.26-565209.0,20h10m36.2667s,-56d52m09.099s,302.6511113,-56.8691943,G,17581.928284326,0.058647,UUN,15.7754796424411,9,0,27,7,4,2,0,0,1,0
521,WISEA J201410.50-565749.5,20h14m10.5068s,-56d57m49.584s,303.5437784,-56.9637735,G,16145.023033132,0.053854,UUN,15.7797869761283,15,0,29,8,5,2,0,1,1,0
522,WINGS J201042.76-564417.4,20h10m42.7944s,-56d44m17.268s,302.67831,-56.73813,G,72723.65446164,0.24258,SLS,15.7873136891228,6,0,0,4,2,0,0,0,0,0
525,WISEA J201413.49-564245.1,20h14m13.4544s,-56d42m44.748s,303.55606,-56.71243,G,35351.52664736,0.11792,SLS,15.822196323632,6,0,12,5,2,0,0,0,0,0
526,WISEA J201143.65-570424.8,20h11m43.6752s,-57d04m24.384s,302.93198,-57.07344,G,15523.25347524,0.05178,SLS,15.8336419127858,7,0,12,6,3,0,0,0,0,0
527,WISEA J201417.35-565604.3,20h14m17.3520s,-56d56m04.344s,303.5723,-56.93454,G,15912.98367064,0.05308,SLS,15.8396086932234,7,0,12,6,3,0,0,0,0,0
528,WISEA J201036.57-565300.5,20h10m36.6072s,-56d53m00.240s,302.65253,-56.8834,G,71377.58632522,0.23809,SLS,15.8700506581601,4,0,12,4,1,0,0,0,0,0
529,FAIRALL 0339,20h11m58.3485s,-57d05m11.989s,302.9931188,-57.0866636,G,16404.64330176,0.05472,SLS,15.8990856352916,36,0,34,11,11,2,0,1,2,0
530,WISEA J201041.75-564420.3,20h10m41.7537s,-56d44m20.393s,302.673974,-56.7389981,G,17525.86709468,0.05846,SLS,15.9020367934498,5,0,12,4,1,0,0,0,0,0
532,WISEA J201408.95-564124.5,20h14m08.9556s,-56d41m24.583s,303.5373153,-56.6901621,G,17073.1804831,0.05695,SLS,15.9496709170728,5,0,18,5,1,0,0,0,0,0
533,WISEA J201049.59-565757.8,20h10m49.5264s,-56d57m58.176s,302.70636,-56.96616,G,36382.81270288,0.12136,SLS,15.9655024997244,4,0,12,4,1,0,0,0,0,0
534,WISEA J201243.13-570549.0,20h12m43.1359s,-57d05m49.029s,303.1797331,-57.0969527,G,22868.16869624,0.07628,SLS,15.9934834153515,4,0,18,5,3,0,0,0,0,0
536,WISEA J201049.21-564152.5,20h10m49.2191s,-56d41m52.507s,302.7050797,-56.6979186,G,15299.90809403,0.051035,UUN,16.0389229914257,14,0,29,7,4,2,0,1,1,0
537,WISEA J201058.91-563953.3,20h10m58.9032s,-56d39m54.633s,302.74543,-56.665176,G,17971.05889481,0.059945,UUN,16.0553089273186,17,0,29,7,5,2,0,0,2,0
539,WISEA J201231.49-570602.9,20h12m31.4496s,-57d06m02.844s,303.13104,-57.10079,G,41008.61032982,0.13679,SLS,16.1312524513003,3,0,12,3,2,0,0,0,0,0
540,WISEA J201222.77-563345.8,20h12m22.7747s,-56d33m45.815s,303.0948949,-56.5627264,G,14330.0794924,0.0478,SLS,16.1878511337811,1,0,18,3,1,0,0,0,0,0
541,WINGS J201053.08-564044.2,20h10m53.0800s,-56d40m44.200s,302.72116666667,-56.67894444444,G,16527.55820954,0.05513,SLS,16.2030909897648,3,0,0,1,1,0,0,0,0,0
543,WISEA J201051.41-564102.0,20h10m51.4162s,-56d41m02.062s,302.7142342,-56.6839063,G,17127.14312554,0.05713,UUN,16.2258925416475,15,0,28,8,5,2,0,1,2,0
544,WISEA J201311.86-570510.2,20h13m11.8683s,-57d05m10.219s,303.2994516,-57.0861721,G,30761.70411538,0.10261,SLS,16.2625625538519,3,0,18,4,2,0,0,0,0,0
545,WISEA J201047.48-565805.8,20h10m47.4865s,-56d58m05.886s,302.6978606,-56.9683017,G,36193.94345434,0.12073,SLS,16.2704708785486,6,0,18,6,2,0,0,0,0,0
546,WISEA J201253.50-570553.6,20h12m53.4816s,-57d05m53.844s,303.22284,-57.09829,G,15469.2908328,0.0516,SLS,16.284770707603,4,0,12,4,3,0,0,0,0,0
547,WISEA J201345.00-563712.3,20h13m45.0043s,-56d37m12.300s,303.4375179,-56.6200834,G,16719.125590202,0.055769,UUN,16.3099552457649,16,0,28,9,6,2,0,0,2,0
548,WISEA J201413.18-565817.2,20h14m13.1400s,-56d58m16.896s,303.55475,-56.97136,G,44753.01813024,0.14928,SLS,16.3192163463623,5,0,12,5,1,0,0,0,0,0
550,WISEA J201138.09-570436.9,20h11m38.0352s,-57d04m36.840s,302.90848,-57.0769,G,15646.16838302,0.05219,SLS,16.3452420967656,7,0,12,6,3,0,0,0,0,0
552,WISEA J201035.04-564538.5,20h10m35.0429s,-56d45m38.566s,302.6460121,-56.760713,G,14249.13552874,0.04753,SLS,16.3741332450666,5,0,12,4,1,0,0,0,0,0
554,WISEA J201046.68-565809.9,20h10m46.6883s,-56d58m09.975s,302.6945347,-56.9694377,G,17807.6720052,0.0594,SLS,16.3987546857467,6,0,28,5,1,2,0,0,1,0
555,WISEA J201041.40-565650.2,20h10m41.4050s,-56d56m50.248s,302.6725209,-56.9472912,G,28495.2731329,0.09505,SLS,16.4273561966292,6,0,17,6,2,0,0,0,0,0
556,WISEA J201204.39-563352.7,20h12m04.4160s,-56d33m52.884s,303.0184,-56.56469,G,65165.88659546,0.21737,SLS,16.4301067808753,5,0,12,5,1,0,0,0,0,0
557,WINGS J201055.50-563953.8,20h10m55.5096s,-56d39m53.676s,302.73129,-56.66491,G,16893.3050083,0.05635,SLS,16.4314293183369,6,0,0,5,2,0,0,0,0,0
558,[OCN2009] J201212.00-563337.8,20h12m12.0000s,-56d33m37.800s,303.05,-56.5605,G,23338.8428553,0.07785,SLS,16.4834583947945,1,0,0,1,1,0,0,0,0,0
559,WISEA J201034.70-565444.7,20h10m34.6728s,-56d54m44.352s,302.64447,-56.91232,G,13064.95531964,0.04358,SLS,16.5436153646882,7,0,12,6,3,0,0,0,0,0
561,WISEA J201103.35-563818.5,20h11m03.3563s,-56d38m18.509s,302.7639846,-56.6384749,G,18164.42503022,0.06059,SLS,16.6596949460043,5,0,12,4,1,0,0,0,0,0
562,WISEA J201356.61-570143.9,20h13m56.6133s,-57d01m43.904s,303.485889,-57.0288623,G,15894.99612316,0.05302,SLS,16.6609960036531,5,0,12,4,1,0,0,0,0,0
563,WISEA J201047.46-564103.2,20h10m47.4631s,-56d41m03.202s,302.697763,-56.684223,G,14983.926843298,0.049981,SUN,16.6717339661207,8,0,28,6,2,2,0,0,1,0
564,AM 2006-564 NED01,20h10m50.5768s,-56d40m24.484s,302.7107368,-56.6734679,G,16809.962704976,0.056072,UUN,16.6729445440077,26,0,30,7,10,3,0,1,2,0
565,WISEA J201028.63-564935.2,20h10m28.6008s,-56d49m34.932s,302.61917,-56.82637,G,15397.34064288,0.05136,SLS,16.6772167135731,7,0,12,6,3,0,0,0,0,0
566,WISEA J201416.37-564139.5,20h14m16.3758s,-56d41m39.504s,303.5682326,-56.6943068,G,15865.01687736,0.05292,SLS,16.6934125511764,5,0,12,4,1,0,0,0,0,0
567,WISEA J201405.79-570027.9,20h14m05.7991s,-57d00m27.928s,303.5241629,-57.0077578,G,15311.89979235,0.051075,UUN,16.7444175784019,14,0,29,7,4,2,0,1,2,0
569,WISEA J201201.29-563337.7,20h12m01.2844s,-56d33m37.256s,303.005352,-56.560349,G,17030.010369148,0.056806,UUN,16.7819495535071,13,0,28,6,3,2,0,0,1,0
571,WISEA J201139.48-570513.7,20h11m39.5136s,-57d05m13.416s,302.91464,-57.08706,G,70175.41856864,0.23408,SLS,16.8107686232445,2,0,12,3,1,0,0,0,0,0
572,WISEA J201056.44-563905.6,20h10m56.4336s,-56d39m06.192s,302.73514,-56.65172,G,22199.6315149,0.07405,SLS,16.8302365135665,7,0,12,6,3,0,0,0,0,0
573,WISEA J201401.32-563835.5,20h14m01.3104s,-56d38m35.520s,303.50546,-56.6432,G,16785.37972342,0.05599,SLS,16.8313362391397,7,0,12,6,3,0,0,0,0,0
576,WISEA J201214.99-570642.2,20h12m14.9980s,-57d06m42.250s,303.0624918,-57.1117362,G,17211.984391154,0.057413,UUN,16.9198773455202,12,0,28,7,6,2,0,1,1,0
578,WISEA J201101.88-570146.8,20h11m01.8896s,-57d01m46.840s,302.7578737,-57.0296778,G,18095.47276488,0.06036,SLS,16.9370220014624,5,0,12,4,1,0,0,0,0,0
579,2MASX J20142380-5656509,20h14m23.8384s,-56d56m51.036s,303.599327,-56.94751,G,18123.95304839,0.060455,UUN,16.9599993074555,12,0,16,6,3,2,0,1,2,0
581,WISEA J201057.64-563838.3,20h10m57.6418s,-56d38m38.342s,302.7401743,-56.6439841,G,17739.019532318,0.059171,UUN,17.0087778850145,13,0,28,6,5,2,0,0,2,1
582,WISEA J201043.73-564104.3,20h10m43.7350s,-56d41m04.303s,302.6822294,-56.6845287,G,16737.41293014,0.05583,SLS,17.0970657117049,2,0,12,2,1,0,0,0,0,0
583,WISEA J201401.64-570139.5,20h14m01.6470s,-57d01m39.537s,303.5068628,-57.0276492,G,15978.9380114,0.0533,SLS,17.1021419073073,19,1,28,6,6,2,0,1,2,0
584,WISEA J201417.41-565857.2,20h14m17.4195s,-56d58m57.203s,303.5725816,-56.9825564,G,40864.70994998,0.13631,SLS,17.1655895594593,5,0,18,5,1,0,0,0,0,0
586,WINGS J201024.49-565133.7,20h10m24.5424s,-56d51m33.372s,302.60226,-56.85927,G,16062.87989964,0.05358,SLS,17.2992828768991,7,0,0,5,3,0,0,0,0,0
587,WISEA J201044.99-564024.4,20h10m44.9960s,-56d40m24.454s,302.6874835,-56.6734597,G,16725.42123182,0.05579,SLS,17.3070450678119,2,0,18,3,1,0,0,0,0,0
589,WISEA J201358.64-570222.7,20h13m58.6496s,-57d02m22.701s,303.4943737,-57.0396394,G,15644.069835814,0.052183,UUN,17.3161277272282,26,0,29,10,10,2,0,1,2,1
590,WISEA J201332.33-570502.9,20h13m32.3373s,-57d05m02.989s,303.3847388,-57.0841637,G,36130.98703816,0.12052,SLS,17.3223415307999,2,0,18,3,1,0,0,0,0,0
591,WISEA J201050.73-563913.4,20h10m50.6832s,-56d39m13.536s,302.71118,-56.65376,G,16986.24067028,0.05666,SLS,17.3658137552096,7,0,12,6,3,0,0,0,0,0
593,WINGS J201202.12-563259.2,20h12m02.1600s,-56d32m58.956s,303.009,-56.54971,G,15067.56893908,0.05026,SLS,17.375284004202,6,0,0,5,2,0,0,0,0,0
596,WISEA J201320.54-570559.2,20h13m20.5456s,-57d05m59.290s,303.335607,-57.099803,G,36026.05967786,0.12017,SLS,17.4588499837894,2,0,18,3,1,0,0,0,0,0
600,WISEA J201038.67-564125.5,20h10m38.6799s,-56d41m25.503s,302.6611666,-56.6904176,G,15670.15177966,0.05227,SLS,17.5185392007379,5,0,12,4,1,0,0,0,0,0
602,WISEA J201142.68-570612.5,20h11m42.7080s,-57d06m12.636s,302.92795,-57.10351,G,16911.29255578,0.05641,SLS,17.5473825282404,4,0,12,4,3,0,0,0,0,0
603,WISEA J201043.56-564016.0,20h10m43.5607s,-56d40m16.047s,302.681503,-56.6711244,G,15903.9898969,0.05305,SLS,17.5487864928558,5,0,18,5,1,0,0,0,0,0
605,WISEA J201023.28-565249.7,20h10m23.2896s,-56d52m49.759s,302.5970401,-56.8804886,G,16146.82178788,0.05386,SLS,17.6300281518648,5,0,12,4,1,0,0,0,0,0
606,WISEA J201243.88-563221.6,20h12m43.8868s,-56d32m21.692s,303.1828618,-56.5393591,G,67438.3134271,0.22495,SLS,17.6510873983588,2,0,18,3,1,0,0,0,0,0
607,WISEA J201240.25-570731.3,20h12m40.2552s,-57d07m31.379s,303.1677301,-57.1253832,IrS,89937.7374,0.3,PUN,17.6564147699345,1,0,12,2,1,0,0,0,0,0
608,WISEA J201144.99-563321.6,20h11m44.9958s,-56d33m21.651s,302.9374828,-56.5560143,G,17699.74672032,0.05904,SLS,17.6950682379259,5,0,12,4,1,0,0,0,0,0
609,WISEA J201349.50-563555.1,20h13m49.5059s,-56d35m55.170s,303.4562747,-56.5986585,G,38634.25406246,0.12887,SLS,17.7035566117864,5,0,12,4,1,0,0,0,0,0
610,WISEA J201120.89-563458.9,20h11m20.8952s,-56d34m58.995s,302.8370637,-56.5830543,G,18609.916622808,0.062076,UUN,17.7268484158794,6,0,18,5,4,0,0,0,0,0
611,WISEA J201412.27-570058.0,20h14m12.3120s,-57d00m58.212s,303.5513,-57.01617,G,17588.82351086,0.05867,SLS,17.7521249545339,6,0,12,6,2,0,0,0,0,0
612,WISEA J201437.64-565347.6,20h14m37.6400s,-56d53m47.643s,303.6568337,-56.8965675,G,69740.71950454,0.23263,SLS,17.8018136152144,2,0,12,2,1,0,0,0,0,0
613,WISEA J201237.21-563201.9,20h12m37.2799s,-56d32m02.601s,303.15533291667,-56.53405583333,G,10537.7048987,0.03515,SLS,17.8975471672695,2,0,12,2,1,0,0,0,0,0
614,WISEA J201245.60-563208.2,20h12m45.5640s,-56d32m08.196s,303.18985,-56.53561,IrS,23242.90926874,0.07753,SLS,17.8999841532071,2,0,12,3,2,0,0,0,0,0
615,[FBC2017] J201204.0-570727.4,20h12m04.0000s,-57d07m27.400s,303.016666666667,-57.1242777777778,G,110923.20946,0.37,PUN,17.9077089119279,1,0,0,1,1,0,0,0,0,0
616,WISEA J201334.93-570531.8,20h13m34.9346s,-57d05m31.893s,303.3955612,-57.0921926,G,16224.76782696,0.05412,SLS,17.9151704117428,5,0,19,5,3,0,0,0,0,0
617,WISEA J201416.51-570031.8,20h14m16.5145s,-57d00m31.897s,303.5688104,-57.0088603,G,16086.86329628,0.05366,SLS,17.9425121092274,5,0,12,4,1,0,0,0,0,0
619,WISEA J201214.50-563205.4,20h12m14.5050s,-56d32m05.465s,303.0604377,-56.5348514,G,14974.6332771,0.04995,SLS,17.9603824580695,1,0,12,2,1,0,0,0,0,0
620,WISEA J201315.91-563304.1,20h13m15.9000s,-56d33m03.744s,303.31625,-56.55104,G,16614.49802236,0.05542,SLS,17.9697990039557,6,0,12,6,2,0,0,0,0,0
622,WISEA J201234.46-563156.3,20h12m34.4651s,-56d31m56.398s,303.1436048,-56.532333,G,16302.71386604,0.05438,SLS,17.9849308089777,2,0,18,3,1,0,0,0,0,0
624,WISEA J201340.78-570513.9,20h13m40.8024s,-57d05m13.920s,303.42001,-57.0872,G,82904.60633532,0.27654,SLS,18.066191604715,3,0,12,3,2,0,0,0,0,0
627,WISEA J201106.38-563559.8,20h11m06.3873s,-56d35m59.876s,302.776614,-56.5999657,G,17295.02690202,0.05769,SLS,18.0804257769296,5,0,12,4,1,0,0,0,0,0
628,WISEA J201400.28-570314.3,20h14m00.1896s,-57d03m14.904s,303.50079,-57.05414,G,16377.66198054,0.05463,SLS,18.0921461279036,7,0,12,6,3,0,0,0,0,0
629,[FBC2017] J201304.4-570724.7,20h13m04.4000s,-57d07m24.700s,303.268333333333,-57.1235277777778,G,101929.43572,0.34,PUN,18.0943610407575,1,0,0,1,1,0,0,0,0,0
631,WINGS J201352.05-563540.4,20h13m52.0824s,-56d35m40.092s,303.46701,-56.59447,G,87062.72772778,0.29041,SLS,18.1195056815636,4,0,0,3,1,0,0,0,0,0
632,WISEA J201221.32-563149.2,20h12m21.3209s,-56d31m49.253s,303.0888372,-56.5303483,G,15205.47346976,0.05072,SLS,18.1396169356956,1,0,16,3,1,0,0,0,0,0
