No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
47,ABELL 2384:[MSB2011] 08,21h52m06.3600s,-19d35m54.600s,328.0265,-19.5985,G,27454.093926266,0.091577,UUN,3.19933194806445,1,0,0,1,1,0,0,0,0,0
48,WISEA J215207.27-193256.5,21h52m07.2751s,-19d32m56.511s,328.0303131,-19.549031,G,25589.384837506,0.085357,PUN,3.2676528042911,1,0,28,5,1,2,0,0,1,0
49,2MASX J21522471-1931434,21h52m24.7044s,-19d31m42.913s,328.102935,-19.528587,G,28831.940063234,0.096173,UUN,3.28523804428978,3,0,16,4,2,2,0,0,1,0
50,WISEA J215220.05-193122.3,21h52m20.0537s,-19d31m22.332s,328.0835571,-19.52287,G,27139.911430282,0.090529,UUN,3.34540637537358,1,0,19,4,1,0,0,0,0,0
51,PSZ2 G033.46-48.43,21h52m21.9096s,-19d37m58.872s,328.09129,-19.63302,GClstr,28270.4287894,0.0943,SUN,3.34726625688175,8,0,0,3,4,0,0,0,0,0
52,WISEA J215227.74-193203.7,21h52m27.7483s,-19d32m03.742s,328.1156181,-19.5343729,G,7564.063507798,0.025231,UUN,3.36080292745848,1,0,13,3,1,0,0,0,0,0
53,WISEA J215221.91-193123.5,21h52m21.9133s,-19d31m23.525s,328.0913058,-19.5232014,G,28369.060508082,0.094629,UUN,3.3881893004919,1,0,13,3,1,0,0,0,0,0
54,WISEA J215214.09-193127.4,21h52m14.0901s,-19d31m27.461s,328.0587089,-19.5242949,G,27359.05971708,0.09126,UUN,3.44532287207005,1,0,18,4,1,0,0,0,0,0
55,MRSS 600-027259,21h52m18.7200s,-19d31m15.500s,328.078,-19.52097222222,G,30378.869146514,0.101333,UUN,3.44952072088913,1,0,0,1,1,0,0,0,0,0
56,WISEA J215220.81-193810.3,21h52m20.8120s,-19d38m10.331s,328.0867168,-19.6362031,G,76958.822515806,0.256707,UUN,3.49246550105572,1,0,19,4,1,0,0,0,0,0
57,WISEA J215207.98-193216.9,21h52m07.9700s,-19d32m17.000s,328.03320833333,-19.53805555556,G,26662.04225223,0.088935,UUN,3.54452853260361,1,0,13,3,1,0,0,0,0,0
58,WISEA J215211.93-193132.0,21h52m11.9400s,-19d31m32.100s,328.04975,-19.52558333333,G,26754.078536836,0.089242,UUN,3.5762554620532,1,0,12,2,1,0,0,0,0,0
59,WISEA J215231.05-193232.4,21h52m31.0509s,-19d32m32.418s,328.1293791,-19.5423385,G,26543.924023778,0.088541,UUN,3.58136913256544,1,0,28,4,1,2,0,0,1,0
60,WISEA J215205.44-193625.0,21h52m05.4445s,-19d36m25.099s,328.0226857,-19.606972,G,29288.823769226,0.097697,UUN,3.61124725727573,5,0,28,6,3,2,0,0,1,0
61,WISEA J215211.51-193756.2,21h52m11.5100s,-19d37m56.235s,328.0479585,-19.6322877,G,28307.90284665,0.094425,UUN,3.67418845368029,1,0,13,3,1,0,0,0,0,0
62,ABELL 2384:[MSB2011] 61,21h52m21.7500s,-19d38m20.500s,328.090625,-19.63902777778,G,47428.965610348,0.158206,UUN,3.69367643406683,1,0,0,1,1,0,0,0,0,0
63,WISEA J215204.98-193245.5,21h52m04.9882s,-19d32m45.598s,328.0207843,-19.5459997,*,476.070423304,0.001588,UUN,3.82175817969801,1,0,13,3,1,0,0,0,0,0
64,WISEA J215202.61-193536.2,21h52m02.6128s,-19d35m36.249s,328.0108869,-19.5934026,G,63256.208638,0.211,PUN,3.95047008805748,3,0,30,6,1,1,0,0,0,0
65,WISEA J215220.45-193031.8,21h52m20.4587s,-19d30m31.840s,328.0852447,-19.5088447,G,28232.055354776,0.094172,UUN,4.19190606268317,3,0,17,5,2,0,0,0,0,0
66,WISEA J215211.39-193830.4,21h52m11.3991s,-19d38m30.467s,328.0474964,-19.6417965,G,28076.163276616,0.093652,UUN,4.1955409481257,1,0,22,5,1,0,0,0,0,0
67,APMUKS(BJ) B214923.94-195240.6,21h52m10.5200s,-19d38m32.400s,328.04383333333,-19.64233333333,G,30032.908649982,0.100179,UUN,4.31593891937077,2,0,2,3,1,0,0,0,0,0
68,WISEA J215203.13-193657.8,21h52m03.1376s,-19d36m57.886s,328.0130736,-19.6160796,*,17.98754748,6e-05,UUN,4.35429261724714,1,0,18,3,1,0,0,0,0,0
69,WISEA J215215.02-193938.3,21h52m15.0266s,-19d39m38.309s,328.0626111,-19.6606414,*,5.096471786,1.7e-05,UUN,5.01673656379061,1,0,18,3,1,0,0,0,0,0
70,WISEA J215209.51-192946.4,21h52m09.5180s,-19d29m46.421s,328.0396586,-19.4962283,G,27475.079398326,0.091647,UUN,5.41085101343828,4,0,28,6,3,2,0,0,1,0
71,WISEA J215239.57-193212.7,21h52m39.5793s,-19d32m12.758s,328.1649138,-19.5368773,IrS,111852.5660798,0.3731,PUN,5.4632820238663,1,0,26,3,1,0,0,0,0,0
72,WISEA J215214.63-194008.1,21h52m14.6345s,-19d40m08.123s,328.0609771,-19.6689232,G,28703.928683668,0.095746,UUN,5.52214772186454,1,0,19,4,1,0,0,0,0,0
73,WISEA J215206.71-193925.8,21h52m06.7167s,-19d39m25.863s,328.0279864,-19.6571842,G,28590.007549628,0.095366,UUN,5.53244280013396,2,0,19,4,1,0,0,0,1,0
74,WISEA J215233.89-193025.7,21h52m33.8972s,-19d30m25.707s,328.1412387,-19.5071409,G,27878.000461878,0.092991,UUN,5.54214493812259,2,0,28,5,2,2,0,0,1,0
75,APMUKS(BJ) B214950.57-194516.7,21h52m37.0500s,-19d31m07.800s,328.154375,-19.51883333333,*,595.987406504,0.001988,UUN,5.56654843829312,1,0,1,2,1,0,0,0,0,0
76,WISEA J215204.45-193017.7,21h52m04.4512s,-19d30m17.777s,328.0185468,-19.5049383,G,27249.935262368,0.090896,UUN,5.57873953083497,1,0,19,4,1,0,0,0,0,0
77,WISEA J215226.65-192916.6,21h52m26.6576s,-19d29m16.608s,328.1110734,-19.4879468,G,29350.880808032,0.097904,UUN,5.72641817921691,2,0,28,6,2,2,0,0,1,0
78,WISEA J215243.12-193523.2,21h52m43.1200s,-19d35m23.216s,328.1796668,-19.5897824,G,27614.782683754,0.092113,UUN,5.73397325013412,2,0,44,7,2,2,0,0,1,0
79,WISEA J215211.50-192906.0,21h52m11.5080s,-19d29m06.045s,328.0479503,-19.4850127,G,31498.893769602,0.105069,PUN,5.87427819715343,1,0,28,5,1,2,0,0,1,0
80,WISEA J215209.14-194015.5,21h52m09.1400s,-19d40m15.558s,328.0380836,-19.6709884,G,28488.977491282,0.095029,UUN,6.01303428601966,1,0,19,4,1,0,0,0,0,0
81,WISEA J215200.36-193028.6,21h52m00.3623s,-19d30m28.685s,328.0015098,-19.5079681,G,28275.825053644,0.094318,UUN,6.08764399364573,1,0,19,4,1,0,0,0,0,0
82,WISEA J215213.51-194056.4,21h52m13.5170s,-19d40m56.475s,328.0563209,-19.6823544,G,29361.073751604,0.097938,UUN,6.36361725602762,2,0,28,5,2,2,0,0,1,0
83,WISEA J215209.33-192811.2,21h52m09.3339s,-19d28m11.266s,328.0388914,-19.4697962,G,28014.705822726,0.093447,PUN,6.90195896417374,2,0,28,5,1,2,0,0,1,0
84,WISEA J215218.45-194140.1,21h52m18.4590s,-19d41m40.175s,328.0769126,-19.6944931,*,39.872396914,0.000133,UUN,6.96309742728349,1,0,18,3,1,0,0,0,0,0
85,WISEA J215208.06-194126.5,21h52m08.0670s,-19d41m26.573s,328.0336128,-19.6907148,G,28321.093714802,0.094469,UUN,7.20622671344768,4,0,28,5,2,2,0,0,1,0
86,WISEA J215206.11-194133.2,21h52m06.1153s,-19d41m33.252s,328.0254808,-19.6925701,G,27472.081473746,0.091637,UUN,7.4838082050313,1,0,19,4,1,0,0,0,0,0
87,ABELL 2384B,21h52m14.1415s,-19d42m21.065s,328.05892291667,-19.70585138889,GClstr,28180.491052,0.094,UUN,7.72694846681536,12,0,3,3,5,0,0,0,0,0
88,WISEA J215210.07-194213.1,21h52m10.0736s,-19d42m13.122s,328.0419736,-19.7036452,G,24693.90476546,0.08237,UUN,7.7964499798466,1,0,19,4,1,0,0,0,0,0
89,WISEA J215202.86-194136.4,21h52m02.8665s,-19d41m36.476s,328.0119439,-19.6934658,G,26809.839934024,0.089428,UUN,7.87108792000617,1,0,19,4,1,0,0,0,0,0
90,WISEA J215213.15-194244.0,21h52m13.1567s,-19d42m44.035s,328.0548198,-19.712232,G,38541.917985396,0.128562,UUN,8.14145233593783,1,0,12,2,1,0,0,0,0,0
91,2MASS J21521386-1942560,21h52m13.8674s,-19d42m56.034s,328.057781,-19.715565,*,20.98547206,7e-05,SLS,8.31295417761751,1,0,6,2,1,0,0,0,0,0
92,WISEA J215150.99-193950.6,21h51m51.0093s,-19d39m49.712s,327.962539,-19.663809,G,18904.612609022,0.063059,PUN,8.33715340156692,2,0,28,5,1,2,0,0,1,0
93,WISEA J215144.17-193254.7,21h51m44.1757s,-19d32m54.711s,327.9340656,-19.548531,G,26326.874284186,0.087817,UUN,8.38557207415658,5,0,49,9,2,5,0,0,1,0
94,2MASX J21520673-1942435,21h52m06.7317s,-19d42m43.376s,328.028049,-19.712049,G,29598.809170798,0.098731,SLS,8.51589507532675,3,0,16,3,2,2,0,0,1,0
95,WISEA J215145.84-193817.8,21h51m45.8415s,-19d38m17.830s,327.9410064,-19.6382861,G,29143.724219554,0.097213,UUN,8.58320943035651,1,0,19,4,1,0,0,0,0,0
96,ESO 600- G 014,21h52m09.5647s,-19d43m23.836s,328.039853,-19.723288,G,28673.949437868,0.095646,SLS,8.96622872346436,23,1,39,10,9,6,0,2,1,1
97,WISEA J215157.40-194211.9,21h51m57.4068s,-19d42m11.976s,327.989195,-19.7033268,G,26235.437584496,0.087512,PUN,9.04743097495296,2,0,28,5,1,2,0,0,1,0
98,2MASX J21521148-1943415,21h52m11.4741s,-19d43m41.908s,328.047809,-19.728308,G,29835.045627702,0.099519,UUN,9.16158022062366,3,0,16,4,3,2,0,0,1,0
99,WISEA J215256.37-193129.9,21h52m56.3763s,-19d31m29.952s,328.2349013,-19.5249869,G,27919.67161354,0.09313,UUN,9.38319759446424,1,0,27,5,1,2,0,0,1,0
100,WISEA J215225.11-194515.2,21h52m25.1260s,-19d45m15.022s,328.104692,-19.754173,G,30246.660672536,0.100892,PUN,10.6428098404481,2,0,27,4,1,2,0,0,1,0
101,WISEA J215157.76-192424.8,21h51m57.7608s,-19d24m24.833s,327.9906701,-19.4068981,G,28547.137228134,0.095223,UUN,11.4406211290053,1,0,19,4,1,0,0,0,0,0
102,WISEA J215254.08-192645.9,21h52m54.0894s,-19d26m45.909s,328.2253725,-19.4460859,G,27567.41547539,0.091955,UUN,11.4740585034495,3,0,28,6,2,2,0,0,1,0
103,WISEA J215300.74-194054.4,21h53m00.7452s,-19d40m54.482s,328.2531053,-19.6818008,G,28929.972197,0.0965,PUN,11.6325242310358,2,0,28,5,1,2,0,0,1,0
104,2MFGC 16499,21h52m10.3632s,-19d46m16.960s,328.0431803,-19.7713779,G,23489.638461674,0.078353,PUN,11.7502962209261,3,0,28,5,1,2,0,0,1,0
105,WISEA J215234.80-192321.4,21h52m34.8056s,-19d23m21.420s,328.1450236,-19.3892835,G,28938.666178282,0.096529,UUN,11.9499547204445,1,0,19,4,1,0,0,0,0,0
106,WISEA J215212.87-192226.4,21h52m12.8719s,-19d22m26.469s,328.0536331,-19.3740194,G,29235.160919244,0.097518,UUN,12.3495731426036,1,0,19,4,1,0,0,0,0,0
107,MSCC 532,21h51m26.4000s,-19d37m12.000s,327.86,-19.62,GClstr,24582.981556,0.082,UUN,12.6242357680566,1,0,0,1,1,0,0,0,0,0
108,SSCC 340,21h51m26.4000s,-19d37m12.000s,327.86,-19.62,GClstr,24582.981556,0.082,UUN,12.6242357680566,1,0,0,1,1,0,0,0,0,0
109,PKS 2149-20,21h51m51.0361s,-19d46m05.624s,327.9626508,-19.7682291,QSO,127112.000693038,0.423999995,SUN,13.146072028792,48,1,35,18,4,0,0,1,1,0
110,WISEA J215151.90-192312.9,21h51m51.8853s,-19d23m11.472s,327.966189,-19.38652,G,33214.606006736,0.110792,PUN,13.164509078309,1,0,28,5,1,2,0,0,1,0
111,WISEA J215142.10-192253.2,21h51m42.1055s,-19d22m53.211s,327.9254397,-19.3814476,G,31667.07733854,0.10563,UUN,14.6671301124745,1,0,19,4,1,0,0,0,0,0
112,WISEA J215239.59-192036.5,21h52m39.5941s,-19d20m36.550s,328.1649755,-19.3434861,G,36487.440270722,0.121709,PUN,14.9146533806987,2,0,28,5,1,2,0,0,1,0
113,WISEA J215113.93-193743.1,21h51m13.9330s,-19d37m43.112s,327.8080545,-19.6286423,G,34614.03720068,0.11546,UUN,15.6047290365709,1,0,19,4,1,0,0,0,0,0
114,WISEA J215323.90-193842.2,21h53m23.9037s,-19d38m42.240s,328.3495989,-19.6450667,G,26987.616861618,0.090021,UUN,15.8104951759702,1,0,19,4,1,0,0,0,0,0
115,WISEA J215145.30-194850.0,21h51m45.3066s,-19d48m50.082s,327.9387775,-19.8139118,G,24544.308328918,0.081871,PUN,16.1949548613929,1,0,28,5,1,2,0,0,1,0
116,WISEA J215207.84-195058.4,21h52m07.8302s,-19d50m59.247s,328.032626,-19.849791,G,29327.19720385,0.097825,UUN,16.4889223321842,3,0,28,6,2,2,0,0,1,0
117,WISEA J215125.71-192356.9,21h51m25.7185s,-19d23m56.974s,327.8571605,-19.3991595,G,31268.3533694,0.1043,UUN,16.5258446814347,1,0,19,4,1,0,0,0,0,0
118,WISEA J215324.80-194028.1,21h53m24.8028s,-19d40m28.131s,328.3533453,-19.674481,G,45376.58644288,0.15136,UUN,16.543038030179,1,0,19,4,1,0,0,0,0,0
119,[VCV96] Q 2150-1943,21h53m25.4913s,-19d29m01.690s,328.356214,-19.483803,QSO,599584.916,2.0,SUN,16.6756513677561,5,0,6,2,1,0,0,1,0,0
120,WISEA J215314.92-194518.2,21h53m14.9274s,-19d45m18.200s,328.3121977,-19.7550556,G,40061.26616254,0.13363,UUN,16.9100313498486,2,0,19,4,1,0,0,0,0,0
121,WISEA J215211.06-191746.1,21h52m11.0607s,-19d17m46.147s,328.0460864,-19.2961522,G,27768.576214708,0.092626,UUN,17.0400456968251,1,0,19,4,1,0,0,0,0,0
122,WISEA J215239.44-191820.0,21h52m39.4437s,-19d18m20.089s,328.1643489,-19.3055803,G,17830.756024466,0.059477,UUN,17.0707339416219,1,0,28,5,1,2,0,0,1,0
123,WISEA J215329.25-193853.7,21h53m29.2535s,-19d38m53.793s,328.3718899,-19.648276,G,24395.011684834,0.081373,UUN,17.0784768324305,2,0,13,3,1,0,0,0,0,0
124,WISEA J215203.58-195137.8,21h52m03.5811s,-19d51m37.886s,328.0149214,-19.860524,G,34491.1222929,0.11505,UUN,17.3060467333195,1,0,19,4,1,0,0,0,0,0
125,WISEA J215207.94-191715.4,21h52m07.9431s,-19d17m15.450s,328.0330966,-19.2876251,G,27601.591815602,0.092069,UUN,17.6417297540395,1,0,19,4,1,0,0,0,0,0
126,WISEA J215311.99-194736.6,21h53m11.9964s,-19d47m36.616s,328.2999852,-19.7935046,G,22392.098272936,0.074692,UUN,17.9558152058376,1,0,13,3,1,0,0,0,0,0
127,WISEA J215119.15-192331.8,21h51m19.1547s,-19d23m31.811s,327.8298113,-19.3921698,G,59550.77385712,0.19864,UUN,17.9865577775028,1,0,19,4,1,0,0,0,0,0
128,WISEA J215332.66-193934.5,21h53m32.6606s,-19d39m34.513s,328.3860862,-19.6595872,G,30309.0175038,0.1011,UUN,18.028101028441,1,0,13,3,1,0,0,0,0,0
129,WISEA J215231.70-191655.8,21h52m31.7037s,-19d16m55.833s,328.132099,-19.282176,G,17661.073493238,0.058911,SLS,18.0294819112461,4,0,28,6,4,2,0,0,1,1
130,[VCV96] Q 2150-1947,21h53m36.3668s,-19d33m16.844s,328.40152864023,-19.55467896461,QSO,773464.517656603,2.57999992,SUN,18.2929057426501,5,0,0,1,1,0,0,1,0,0
131,WISEA J215255.41-191831.9,21h52m55.4100s,-19d18m31.954s,328.2308752,-19.3088763,G,43679.7611306,0.1457,UUN,18.3170296527147,1,0,19,4,1,0,0,0,0,0
132,2MASX J21510445-1940028,21h51m04.4397s,-19d40m02.546s,327.768499,-19.667374,G,22317.449950894,0.074443,UUN,18.3382960932235,3,0,16,5,2,2,0,0,1,0
133,WISEA J215126.96-194847.7,21h51m26.9637s,-19d48m47.786s,327.8623491,-19.8132739,G,55686.4490735,0.18575,UUN,18.6603515428955,1,0,19,4,1,0,0,0,0,0
134,WISEA J215103.85-192803.5,21h51m03.8558s,-19d28m03.506s,327.7660661,-19.4676408,G,30887.61694774,0.10303,UUN,18.9016228350721,1,0,19,4,1,0,0,0,0,0
135,WISEA J215226.43-191548.4,21h52m26.4391s,-19d15m48.421s,328.1101633,-19.2634504,G,31268.3533694,0.1043,PUN,18.9827752278046,2,0,28,5,1,2,0,0,1,0
136,WISEA J215148.49-195306.9,21h51m48.4982s,-19d53m06.968s,327.952076,-19.8852691,G,47235.29968248,0.15756,UUN,19.7540395089828,1,0,19,4,1,0,0,0,0,0
137,WISEA J215056.48-192827.0,21h50m56.4870s,-19d28m27.020s,327.7353627,-19.4741723,G,27669.045118652,0.092294,UUN,20.4121369012744,2,0,28,6,2,2,0,0,1,0
138,WISEA J215057.95-192714.9,21h50m57.9575s,-19d27m14.954s,327.7414897,-19.454154,G,31511.18526038,0.10511,UUN,20.4897563863692,1,0,19,4,1,0,0,0,0,0
139,WISEA J215145.55-191545.5,21h51m45.5533s,-19d15m45.571s,327.9398057,-19.2626587,G,31229.38034986,0.10417,UUN,20.5186581701534,1,0,19,4,1,0,0,0,0,0
140,WISEA J215145.76-191530.0,21h51m45.7653s,-19d15m30.089s,327.9406891,-19.2583581,G,38639.050741788,0.128886,PUN,20.7383064621229,1,0,28,5,1,2,0,0,1,0
141,WISEA J215138.98-191547.3,21h51m38.9897s,-19d15m47.318s,327.9124571,-19.2631439,G,31007.53393094,0.10343,UUN,21.1347308480075,3,0,28,6,2,2,0,0,1,0
142,WISEA J215121.18-195057.0,21h51m21.1870s,-19d50m57.057s,327.8382792,-19.8491827,G,85153.04977032,0.28404,UUN,21.181159929141,1,0,19,4,1,0,0,0,0,0
143,WISEA J215147.67-191446.8,21h51m47.6715s,-19d14m46.855s,327.9486315,-19.2463486,G,31457.22261794,0.10493,UUN,21.2473205115386,1,0,19,4,1,0,0,0,0,0
144,WISEA J215347.19-193919.3,21h53m47.1900s,-19d39m19.390s,328.4466251,-19.6553862,G,27267.023432474,0.090953,UUN,21.2866728226289,1,0,19,4,1,0,0,0,0,0
