wavelength,qe,qe_err
0.39471999999999996,0.39471999999999996,0.00394
0.39138,0.39138,0.00396
0.38804,0.38804,0.00398
0.3847,0.3847,0.004
0.38136,0.38136,0.00402
0.37801999999999997,0.37801999999999997,0.00404
0.37468,0.37468,0.00406
0.37134,0.37134,0.00408
0.368,0.368,0.0041
0.36656,0.36656,0.00415
0.36512,0.36512,0.004200000000000001
0.36368,0.36368,0.00425
0.36224,0.36224,0.0043
0.3608,0.3608,0.00435
0.35936,0.35936,0.0044
0.35792,0.35792,0.00445
0.35648,0.35648,0.0045
0.35504,0.35504,0.00455
0.3536,0.3536,0.0046
0.35044000000000003,0.35044000000000003,0.00462
0.34728000000000003,0.34728000000000003,0.00464
0.34412000000000004,0.34412000000000004,0.00466
0.34096000000000004,0.34096000000000004,0.00468
0.3378,0.3378,0.004699999999999999
0.33464,0.33464,0.004719999999999999
0.33148,0.33148,0.004739999999999999
0.32832,0.32832,0.0047599999999999995
0.32516,0.32516,0.0047799999999999995
0.322,0.322,0.0048
0.32076,0.32076,0.004739999999999999
0.31952,0.31952,0.004679999999999999
0.31828,0.31828,0.00462
0.31704,0.31704,0.00456
0.31579999999999997,0.31579999999999997,0.0045
0.31456,0.31456,0.0044399999999999995
0.31332,0.31332,0.004379999999999999
0.31207999999999997,0.31207999999999997,0.00432
0.31084,0.31084,0.00426
0.3096,0.3096,0.0042
0.3074,0.3074,0.00416
0.30519999999999997,0.30519999999999997,0.0041199999999999995
0.303,0.303,0.004079999999999999
0.3008,0.3008,0.00404
0.2986,0.2986,0.004
0.2964,0.2964,0.00396
0.2942,0.2942,0.00392
0.29200000000000004,0.29200000000000004,0.0038799999999999998
0.2898,0.2898,0.00384
0.2876,0.2876,0.0038
0.28573000000000004,0.28573000000000004,0.00381
0.28386,0.28386,0.00382
0.28199,0.28199,0.00383
0.28012,0.28012,0.00384
0.27825,0.27825,0.00385
0.27638,0.27638,0.0038599999999999997
0.27451,0.27451,0.0038699999999999997
0.27264,0.27264,0.0038799999999999998
0.27076999999999996,0.27076999999999996,0.00389
0.2689,0.2689,0.0039
0.26761999999999997,0.26761999999999997,0.0038799999999999998
0.26633999999999997,0.26633999999999997,0.0038599999999999997
0.26505999999999996,0.26505999999999996,0.00384
0.26377999999999996,0.26377999999999996,0.00382
0.26249999999999996,0.26249999999999996,0.0038
0.26122,0.26122,0.00378
0.25994,0.25994,0.00376
0.25866,0.25866,0.0037400000000000003
0.25738,0.25738,0.00372
0.2561,0.2561,0.0037
0.25448,0.25448,0.00372
0.25286,0.25286,0.0037400000000000003
0.25124,0.25124,0.00376
0.24962,0.24962,0.00378
0.248,0.248,0.0038
0.24638,0.24638,0.00382
0.24476,0.24476,0.00384
0.24314,0.24314,0.0038599999999999997
0.24152,0.24152,0.0038799999999999998
0.2399,0.2399,0.0039
0.23806,0.23806,0.0038
0.23622,0.23622,0.0036999999999999997
0.23438,0.23438,0.0036
0.23254,0.23254,0.0034999999999999996
0.23070000000000002,0.23070000000000002,0.0034
0.22886,0.22886,0.0033
0.22702,0.22702,0.0031999999999999997
0.22518,0.22518,0.0031
0.22334,0.22334,0.0029999999999999996
0.2215,0.2215,0.0029
0.22067,0.22067,0.00293
0.21984,0.21984,0.00296
0.21901,0.21901,0.00299
0.21818,0.21818,0.00302
0.21735,0.21735,0.0030499999999999998
0.21652,0.21652,0.00308
0.21569,0.21569,0.00311
0.21486,0.21486,0.00314
0.21403,0.21403,0.00317
0.2132,0.2132,0.0032
0.2127,0.2127,0.00319
0.2122,0.2122,0.00318
0.2117,0.2117,0.00317
0.2112,0.2112,0.00316
0.2107,0.2107,0.00315
0.2102,0.2102,0.00314
0.2097,0.2097,0.00313
0.2092,0.2092,0.00312
0.2087,0.2087,0.00311
0.2082,0.2082,0.0031
0.20459,0.20459,0.00302
0.20098,0.20098,0.00294
0.19737,0.19737,0.0028599999999999997
0.19376,0.19376,0.00278
0.19014999999999999,0.19014999999999999,0.0027
0.18653999999999998,0.18653999999999998,0.00262
0.18293,0.18293,0.0025399999999999997
0.17932,0.17932,0.00246
0.17571,0.17571,0.00238
0.1721,0.1721,0.0023
0.17379,0.17379,0.00243
0.17548,0.17548,0.0025599999999999998
0.17717,0.17717,0.0026899999999999997
0.17886,0.17886,0.00282
0.18055,0.18055,0.00295
0.18224,0.18224,0.00308
0.18393,0.18393,0.0032099999999999997
0.18562,0.18562,0.00334
0.18731,0.18731,0.00347
0.189,0.189,0.0036
0.18661,0.18661,0.00358
0.18422,0.18422,0.00356
0.18183,0.18183,0.0035399999999999997
0.17944,0.17944,0.0035199999999999997
0.17704999999999999,0.17704999999999999,0.0034999999999999996
0.17466,0.17466,0.00348
0.17227,0.17227,0.00346
0.16988,0.16988,0.00344
0.16749,0.16749,0.00342
0.1651,0.1651,0.0034
0.16293,0.16293,0.0033
0.16076,0.16076,0.0031999999999999997
0.15859,0.15859,0.0031
0.15642,0.15642,0.0029999999999999996
0.15425,0.15425,0.0029
0.15208,0.15208,0.0027999999999999995
0.14991,0.14991,0.0026999999999999997
0.14774,0.14774,0.0026
0.14557,0.14557,0.0024999999999999996
0.1434,0.1434,0.0024
0.14342,0.14342,0.0023799999999999997
0.14344,0.14344,0.0023599999999999997
0.14346,0.14346,0.00234
0.14348,0.14348,0.00232
0.14350000000000002,0.14350000000000002,0.0023
0.14352,0.14352,0.00228
0.14354,0.14354,0.00226
0.14356,0.14356,0.0022400000000000002
0.14358,0.14358,0.00222
0.1436,0.1436,0.0022
0.1429,0.1429,0.0022
0.1422,0.1422,0.0022
0.14150000000000001,0.14150000000000001,0.0022
0.1408,0.1408,0.0022
0.1401,0.1401,0.0022
0.1394,0.1394,0.0022
0.1387,0.1387,0.0022
0.138,0.138,0.0022
0.1373,0.1373,0.0022
0.1366,0.1366,0.0022
0.1336,0.1336,0.00215
0.1306,0.1306,0.0021000000000000003
0.1276,0.1276,0.00205
0.1246,0.1246,0.002
0.1216,0.1216,0.00195
0.1186,0.1186,0.0019
0.1156,0.1156,0.00185
0.1126,0.1126,0.0018
0.1096,0.1096,0.0017499999999999998
0.1066,0.1066,0.0017
0.10629,0.10629,0.0016899999999999999
0.10598,0.10598,0.0016799999999999999
0.10567,0.10567,0.00167
0.10536,0.10536,0.00166
0.10505,0.10505,0.00165
0.10474,0.10474,0.00164
0.10443,0.10443,0.00163
0.10411999999999999,0.10411999999999999,0.0016200000000000001
0.10381,0.10381,0.00161
0.1035,0.1035,0.0016
0.10324,0.10324,0.00158
0.10298,0.10298,0.00156
0.10271999999999999,0.10271999999999999,0.0015400000000000001
0.10246,0.10246,0.00152
0.1022,0.1022,0.0015
0.10194,0.10194,0.00148
0.10168,0.10168,0.00146
0.10142,0.10142,0.00144
0.10116,0.10116,0.00142
0.1009,0.1009,0.0014
0.09914,0.09914,0.00138
0.09738000000000001,0.09738000000000001,0.0013599999999999999
0.09562,0.09562,0.00134
0.09386,0.09386,0.00132
0.0921,0.0921,0.0013
0.09034,0.09034,0.0012799999999999999
0.08858,0.08858,0.0012599999999999998
0.08682,0.08682,0.00124
0.08506,0.08506,0.00122
0.0833,0.0833,0.0012
0.082755,0.082755,0.0011949999999999999
0.08221,0.08221,0.0011899999999999999
0.081665,0.081665,0.0011849999999999999
0.08112,0.08112,0.0011799999999999998
0.08057500000000001,0.08057500000000001,0.0011749999999999998
0.08003,0.08003,0.00117
0.079485,0.079485,0.001165
0.07894,0.07894,0.00116
0.078395,0.078395,0.001155
0.07785,0.07785,0.00115
0.077305,0.077305,0.001145
0.07676000000000001,0.07676000000000001,0.00114
0.076215,0.076215,0.001135
0.07567,0.07567,0.00113
0.075125,0.075125,0.0011250000000000001
0.07458000000000001,0.07458000000000001,0.0011200000000000001
0.074035,0.074035,0.001115
0.07349,0.07349,0.00111
0.07294500000000001,0.07294500000000001,0.001105
0.0724,0.0724,0.0011
0.071345,0.071345,0.00108
0.07029,0.07029,0.00106
0.069235,0.069235,0.0010400000000000001
0.06818,0.06818,0.00102
0.067125,0.067125,0.001
0.06607,0.06607,0.00098
0.065015,0.065015,0.00096
0.06396,0.06396,0.0009400000000000001
0.062905,0.062905,0.00092
0.06185,0.06185,0.0009
0.060795,0.060795,0.00088
0.05974,0.05974,0.00086
0.058685,0.058685,0.00084
0.05763,0.05763,0.00082
0.056575,0.056575,0.0007999999999999999
0.05552,0.05552,0.00078
0.054465,0.054465,0.00076
0.05341,0.05341,0.00074
0.052355,0.052355,0.0007199999999999999
0.0513,0.0513,0.0007
0.050824999999999995,0.050824999999999995,0.000695
0.05035,0.05035,0.00069
0.049874999999999996,0.049874999999999996,0.000685
0.0494,0.0494,0.0006799999999999999
0.048924999999999996,0.048924999999999996,0.000675
0.04845,0.04845,0.00067
0.047975,0.047975,0.000665
0.0475,0.0475,0.00066
0.047025,0.047025,0.000655
0.046549999999999994,0.046549999999999994,0.00065
0.046075,0.046075,0.000645
0.0456,0.0456,0.0006399999999999999
0.045125,0.045125,0.0006349999999999999
0.044649999999999995,0.044649999999999995,0.0006299999999999999
0.044175,0.044175,0.0006249999999999999
0.043699999999999996,0.043699999999999996,0.00062
0.043225,0.043225,0.000615
0.042749999999999996,0.042749999999999996,0.00061
0.04227499999999999,0.04227499999999999,0.000605
0.0418,0.0418,0.0006
0.041229999999999996,0.041229999999999996,0.0005899999999999999
0.040659999999999995,0.040659999999999995,0.00058
0.04009,0.04009,0.00057
0.03952,0.03952,0.00056
0.03895,0.03895,0.0005499999999999999
0.03838,0.03838,0.00054
0.037809999999999996,0.037809999999999996,0.00053
0.037239999999999995,0.037239999999999995,0.00052
0.036669999999999994,0.036669999999999994,0.00051
0.0361,0.0361,0.0005
0.03553,0.03553,0.00049
0.03496,0.03496,0.00048
0.03439,0.03439,0.00047000000000000004
0.03382,0.03382,0.00046
0.03325,0.03325,0.00045
0.03268,0.03268,0.00044
0.03211,0.03211,0.00043000000000000004
0.03154,0.03154,0.00042
0.030969999999999998,0.030969999999999998,0.00041
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
0.0304,0.0304,0.0004
