wavelength,transmission
300,0.0006366158213009598
301,0.0009435721045289537
302,0.0012505283877569475
303,0.0015574846709849413
304,0.0018644409542129354
305,0.002171397237440929
306,0.0038307256834007796
307,0.00761499783893076
308,0.011399269994460743
309,0.015183542149990722
310,0.018967814305520705
311,0.024762529106567996
312,0.031986351852484114
313,0.03920813437887704
314,0.04634522966228975
315,0.053482324945702465
316,0.06792276668080316
317,0.08802785708019313
318,0.104733203428223
319,0.12886724281121903
320,0.14164133489014374
321,0.16478829600033515
322,0.19535000827150115
323,0.18660180309319227
324,0.23960119350084103
325,0.24777509312952886
326,0.2559489927582167
327,0.2786347560918019
328,0.291265845144651
329,0.33427828948271426
330,0.3557017275746376
331,0.3778729403518972
332,0.3840398815463478
333,0.3903568938736366
334,0.39881762829515827
335,0.40727836271667994
336,0.46209768551169916
337,0.4620263217338711
338,0.49251453182703053
339,0.504035241886202
340,0.5110597331278889
341,0.5179618107916635
342,0.526915618361468
343,0.541159499575435
344,0.570776639444563
345,0.5664274597657405
346,0.581810470689507
347,0.5971934816132736
348,0.606606726213575
349,0.6123095725974492
350,0.6180064858371437
351,0.6230785986009472
352,0.6281507113647505
353,0.633222824128554
354,0.6383243183778184
355,0.6434939385730943
356,0.6486635587683702
357,0.6548625574124709
358,0.6621119765574522
359,0.6685690891474502
360,0.6730424811149054
361,0.6775158730823605
362,0.6819892650498158
363,0.6857660954553967
364,0.6863452718706132
365,0.6869244482858298
366,0.6875036247010464
367,0.6880828011162631
368,0.6886619775314797
369,0.6892411539466963
370,0.6889383388813053
371,0.6849807613441424
372,0.6810231838069797
373,0.6770656062698168
374,0.6731080287326541
375,0.666511487968781
376,0.6563624105004884
377,0.6424291513776417
378,0.6266413544289109
379,0.613869110126164
380,0.60622884250519
381,0.5854771118654918
382,0.5597815996045723
383,0.5380074799899879
384,0.5113711965193292
385,0.49078898782393177
386,0.4531447561019768
387,0.4442345080342019
388,0.40192328852200737
389,0.3717436056807827
390,0.36677040871081046
391,0.3449362169970966
392,0.33479763048206784
393,0.3167934114071125
394,0.26339951288963237
395,0.22440776056238182
396,0.1989251851272142
397,0.17719507360804054
398,0.12283191126199527
399,0.1065907831334936
400,0.07690444252191743
401,0.07193825451906583
402,0.06697206651621421
403,0.06200587851336259
404,0.05588067337425841
405,0.049000128365200214
406,0.042183708271632724
407,0.035662246308181905
408,0.02914078434473109
409,0.023860476346526552
410,0.02041068952312094
411,0.016960902699715334
412,0.013511115876309727
413,0.010061329052904118
414,0.008105168366251964
415,0.007129490036751015
416,0.006153811707250064
417,0.005178133377749114
418,0.004202455048248163
419,0.003226776718747213
420,0.002251098389246262
421,0.001440886100940538
422,0.0012478623596874753
423,0.0010548386184344126
424,0.0008618148771813499
425,0.0006687911359282872
426,0.00047576739467522456
427,0.00028274365342216193
428,8.971991216909919e-05
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
